property_rights,government_integrity,judicial_effectiveness,tax_burden,government_spending,fiscal_health,business_freedom,labor_freedom,trade_freedom,investment_freedom,financial_freedom
30.0,21.0,45.8,52.3,88.1,80.8,47.3,60.2,59.8,40.0,60.0
50.0,60.0,60.0,99.8,72.1,95.4,60.0,60.0,70.8,30.0,50.0
90.0,67.0,54.4,71.3,62.2,0.0,90.0,80.0,58.8,60.0,60.0
80.0,73.0,69.3,43.9,17.9,67.9,93.7,71.6,86.0,90.0,80.0
10.0,22.0,5.0,90.6,85.3,98.6,30.0,30.0,79.2,10.0,10.0
50.0,50.0,67.3,82.2,80.8,80.7,69.3,72.1,76.2,40.0,40.0
90.0,73.0,76.9,68.3,59.8,53.3,92.6,95.4,86.8,80.0,80.0
90.0,85.0,77.1,75.5,53.7,81.2,96.7,82.7,87.0,70.0,80.0
55.0,53.0,52.6,83.7,53.2,55.5,56.3,74.6,74.8,50.0,60.0
30.0,22.0,50.3,89.3,84.1,90.4,44.4,60.2,77.8,30.0,40.0
50.0,30.0,21.4,68.0,72.8,11.7,41.9,86.3,65.0,30.0,30.0
30.0,28.0,35.2,78.1,85.2,16.6,53.8,32.9,72.8,50.0,50.0
50.0,44.0,56.1,65.6,57.8,70.5,70.4,58.8,81.0,50.0,50.0
30.0,22.0,34.1,79.1,90.1,49.2,70.8,56.4,65.2,40.0,30.0
40.0,32.0,50.9,67.2,46.8,90.5,58.2,65.5,56.4,30.0,50.0
30.0,40.0,41.9,82.7,56.0,94.3,68.4,80.6,86.0,60.0,60.0
70.0,59.0,69.2,75.9,87.8,90.8,70.8,49.2,86.7,70.0,50.0
30.0,22.0,34.3,84.4,68.1,80.9,52.9,86.6,63.4,30.0,40.0
10.0,29.0,40.0,73.7,48.3,94.4,57.2,54.2,79.8,50.0,60.0
70.0,52.0,51.8,70.0,26.5,82.4,74.4,70.3,86.0,80.0,70.0
50.0,41.0,55.6,82.9,87.4,42.5,60.0,61.2,81.8,70.0,40.0
65.0,32.0,48.7,81.0,81.7,16.6,65.0,79.1,79.0,70.0,70.0
50.0,54.0,52.3,98.5,60.7,17.7,55.8,75.4,83.6,60.0,60.0
70.0,66.0,68.9,61.3,32.6,46.0,80.5,43.1,86.0,70.0,50.0
90.0,64.0,62.8,61.3,29.1,90.0,70.0,60.0,86.0,50.0,70.0
20.0,22.0,25.4,85.2,72.8,58.2,36.7,41.5,73.0,20.0,40.0
90.0,67.0,82.8,86.0,62.0,99.8,85.3,50.7,86.0,90.0,80.0
50.0,33.0,51.7,68.6,55.5,7.7,54.0,63.9,70.8,50.0,40.0
40.0,30.0,27.8,61.7,85.6,92.3,53.2,60.1,56.4,40.0,40.0
90.0,94.0,91.5,90.3,93.9,80.0,97.8,98.0,90.0,80.0,50.0
50.0,47.0,38.0,89.4,53.9,84.9,69.5,77.1,86.0,70.0,80.0
30.0,40.0,42.9,74.5,75.3,82.4,69.8,85.0,74.2,30.0,60.0
90.0,88.0,83.3,50.3,46.3,97.8,89.1,49.5,86.2,60.0,50.0
30.0,41.0,54.2,67.9,71.0,16.5,74.2,86.2,87.4,30.0,50.0
90.0,73.0,63.4,78.1,88.2,91.7,67.8,77.4,82.2,80.0,70.0
90.0,91.0,82.0,68.0,61.6,95.9,83.9,79.9,87.2,70.0,80.0
30.0,28.0,33.4,69.3,81.5,84.8,42.1,66.0,68.6,50.0,40.0
30.0,25.0,37.1,75.8,90.2,97.2,53.1,52.9,78.8,30.0,50.0
70.0,56.0,54.0,76.4,61.8,98.2,69.1,71.1,67.6,70.0,70.0
30.0,22.0,22.1,93.9,76.1,78.9,60.7,71.3,81.4,50.0,50.0
50.0,40.0,35.4,83.4,88.7,78.5,59.5,69.9,76.6,70.0,70.0
30.0,27.0,60.7,88.1,61.6,78.1,65.2,60.2,83.4,50.0,60.0
55.0,48.0,53.5,99.9,74.6,99.3,68.6,80.2,81.0,50.0,50.0
50.0,31.0,48.3,73.5,81.7,30.4,71.6,71.4,69.6,30.0,40.0
50.0,46.0,41.7,76.4,77.1,53.4,80.1,62.3,71.8,30.0,30.0
30.0,29.0,44.5,70.5,80.9,52.6,63.7,42.9,69.6,50.0,40.0
30.0,28.0,29.5,79.0,43.0,75.9,44.4,53.1,82.2,30.0,50.0
40.0,39.0,34.3,72.8,71.2,82.2,72.5,63.9,70.8,60.0,60.0
25.0,20.0,32.6,84.0,93.2,78.7,56.5,54.5,0.0,20.0,20.0
70.0,48.0,55.9,71.3,45.6,96.2,64.2,66.1,86.0,70.0,80.0
50.0,33.0,54.3,75.7,73.5,13.2,50.9,66.5,51.0,40.0,30.0
10.0,22.0,29.6,81.0,81.8,65.9,49.5,33.9,60.2,30.0,40.0
50.0,64.0,55.1,62.4,33.2,66.3,74.1,42.4,86.0,60.0,50.0
10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
35.0,22.0,44.0,78.2,84.8,14.1,65.6,60.1,75.0,50.0,50.0
90.0,95.0,77.8,35.0,19.8,96.7,99.9,100.0,86.0,90.0,90.0
30.0,31.0,58.5,85.6,70.8,90.9,74.9,56.3,86.0,60.0,50.0
35.0,28.0,64.2,90.7,81.2,93.5,85.0,100.0,71.0,70.0,60.0
55.0,47.0,58.9,83.4,59.2,95.3,74.8,64.1,86.0,70.0,70.0
40.0,25.0,42.5,67.3,16.0,77.6,56.6,63.1,65.8,40.0,40.0
30.0,24.0,37.6,77.2,80.9,85.5,58.8,61.9,63.0,40.0,20.0
20.0,20.0,24.1,49.9,94.9,81.9,34.6,45.0,60.0,40.0,40.0
90.0,86.0,93.0,61.2,40.1,53.5,90.8,79.5,86.0,90.0,90.0
50.0,38.0,52.5,77.7,68.3,93.6,68.3,39.5,86.8,50.0,50.0
50.0,37.0,56.6,68.6,43.5,81.5,54.2,61.3,86.0,60.0,60.0
30.0,21.0,35.3,88.0,68.3,99.7,68.5,66.9,68.4,30.0,20.0
30.0,25.0,79.6,76.9,75.6,83.3,51.8,58.9,70.6,40.0,40.0
30.0,26.0,22.2,83.2,58.5,5.4,54.8,76.5,66.4,50.0,30.0
90.0,96.0,71.5,73.6,46.3,94.3,94.5,67.9,85.0,60.0,70.0
10.0,26.0,41.4,71.0,92.1,61.2,60.8,63.4,57.0,30.0,20.0
30.0,30.0,13.8,80.8,57.8,18.0,37.7,59.6,28.2,50.0,60.0
35.0,29.0,46.3,89.0,86.4,67.2,81.3,68.2,85.0,70.0,70.0
20.0,33.0,65.4,66.4,89.7,85.9,50.3,64.8,70.2,30.0,30.0
30.0,29.0,22.6,86.2,60.3,6.9,53.8,52.1,54.0,30.0,10.0
70.0,40.0,50.2,66.2,60.5,40.2,55.3,56.7,41.2,60.0,50.0
30.0,21.0,17.6,75.4,82.0,19.1,47.1,47.2,52.2,30.0,50.0
10.0,23.0,13.1,74.5,79.7,17.6,51.6,33.0,54.6,20.0,40.0
30.0,24.0,29.6,53.9,88.8,24.5,36.4,48.3,69.2,30.0,30.0
50.0,48.0,62.4,86.3,68.3,96.7,84.2,57.7,86.0,70.0,80.0
50.0,46.0,59.7,69.5,76.8,70.0,71.4,59.1,74.2,50.0,60.0
10.0,18.0,25.3,77.8,93.2,83.6,35.8,62.6,67.0,30.0,30.0
30.0,25.0,31.3,67.5,86.4,49.7,48.1,52.7,65.2,40.0,60.0
30.0,32.0,42.9,77.5,85.9,80.4,50.7,45.8,66.6,40.0,50.0
25.0,26.0,18.7,79.0,77.6,94.8,56.8,73.7,79.2,70.0,50.0
50.0,49.0,55.4,54.3,29.4,68.2,77.0,74.5,81.0,70.0,60.0
90.0,80.0,78.0,58.4,34.0,90.8,89.9,46.3,86.0,80.0,60.0
10.0,35.0,10.0,54.8,0.0,64.4,10.0,20.0,60.8,10.0,10.0
30.0,27.0,38.5,80.5,86.0,78.1,56.5,87.8,72.0,50.0,70.0
50.0,33.0,38.7,83.4,83.7,69.8,82.9,61.9,79.0,50.0,60.0
30.0,25.0,38.8,72.5,72.8,0.0,57.5,74.8,62.6,50.0,50.0
50.0,35.0,48.7,69.3,74.8,50.0,76.5,82.5,64.6,50.0,50.0
50.0,36.0,45.3,74.7,90.7,96.4,72.2,77.7,75.2,30.0,50.0
20.0,21.0,56.3,81.0,55.5,85.4,58.8,68.6,52.2,20.0,10.0
70.0,59.0,82.0,55.9,35.1,79.0,68.6,66.0,86.6,80.0,60.0
50.0,33.0,62.7,99.7,69.1,19.7,73.0,77.2,76.8,30.0,40.0
40.0,33.0,52.5,90.8,73.0,1.2,60.2,62.2,66.0,50.0,40.0
70.0,64.0,66.8,85.9,76.6,71.1,60.8,74.4,83.0,60.0,30.0
70.0,51.0,59.9,71.1,77.3,97.0,84.1,56.0,66.4,70.0,60.0
30.0,23.0,22.3,86.4,82.3,47.0,58.7,40.3,67.6,40.0,50.0
35.0,26.0,28.2,96.6,90.8,96.3,58.5,28.0,78.4,50.0,60.0
50.0,25.0,35.3,71.4,62.4,39.7,69.5,71.0,69.0,50.0,40.0
90.0,96.0,88.4,60.5,56.0,98.3,99.9,90.6,80.8,70.0,80.0
50.0,32.0,26.3,83.0,56.9,90.6,69.3,60.7,79.2,30.0,50.0
90.0,74.0,78.3,71.5,64.5,80.8,93.0,81.1,86.0,90.0,90.0
50.0,33.0,40.4,65.2,82.3,58.4,55.5,43.9,71.6,50.0,50.0
10.0,19.0,17.6,81.7,97.0,89.2,20.0,20.0,71.0,10.0,10.0
30.0,29.0,34.7,80.5,79.9,79.0,48.2,48.4,73.2,50.0,50.0
90.0,96.0,82.7,64.3,29.1,81.1,95.2,46.4,86.0,70.0,80.0
30.0,24.0,36.8,80.4,82.9,95.5,62.6,58.7,78.4,30.0,30.0
90.0,86.0,77.0,65.4,44.8,99.0,77.3,47.4,86.0,90.0,80.0
60.0,57.0,53.7,99.7,80.3,6.5,80.0,40.0,80.8,60.0,90.0
30.0,24.0,21.7,72.1,59.4,54.8,35.5,56.0,50.2,30.0,30.0
90.0,56.0,56.7,78.2,43.0,79.3,70.0,70.0,81.0,70.0,70.0
30.0,25.0,34.5,84.5,82.6,87.4,59.9,45.4,78.0,50.0,60.0
50.0,31.0,21.4,80.9,86.4,82.5,56.0,48.1,79.6,70.0,50.0
10.0,22.0,28.2,60.1,83.1,6.2,45.4,45.2,54.6,30.0,30.0
10.0,24.0,26.1,57.8,24.1,59.1,41.1,52.1,55.4,10.0,20.0
30.0,19.0,28.2,70.1,88.7,61.0,45.9,70.8,59.6,40.0,50.0
40.0,33.0,33.5,80.2,91.8,94.7,65.7,47.5,73.4,60.0,60.0
35.0,32.0,44.3,65.4,73.2,60.6,76.1,31.9,62.6,60.0,40.0
10.0,27.0,22.6,81.7,63.5,19.9,20.0,20.0,39.6,30.0,20.0
40.0,27.0,44.2,70.2,44.3,28.1,52.2,58.6,64.6,50.0,50.0
30.0,26.0,28.5,90.3,76.0,67.5,55.6,49.5,75.8,70.0,70.0
50.0,37.0,56.6,74.9,59.6,79.9,82.3,68.4,70.4,80.0,60.0
30.0,23.0,29.6,71.8,93.6,60.9,40.3,55.0,57.0,50.0,50.0
30.0,23.0,31.0,66.4,89.3,22.2,36.2,43.5,64.4,50.0,40.0
10.0,26.0,36.3,74.3,78.0,27.3,60.4,65.2,62.8,30.0,30.0
90.0,87.0,74.1,51.6,38.2,88.2,88.0,65.8,86.0,90.0,90.0
30.0,26.0,32.3,79.9,95.9,95.3,54.6,60.0,78.4,50.0,50.0
90.0,83.0,84.0,92.8,93.1,100.0,89.0,86.5,95.0,90.0,90.0
70.0,74.0,72.7,53.2,13.2,60.8,88.0,56.4,81.0,60.0,70.0
90.0,92.0,84.0,32.7,3.9,96.1,95.6,65.0,86.0,80.0,80.0
30.0,31.0,29.4,83.0,89.1,86.1,73.0,44.6,76.2,70.0,70.0
30.0,34.0,56.5,68.8,28.0,67.2,58.5,45.5,87.6,50.0,60.0
40.0,62.0,85.0,99.9,80.2,99.0,48.2,74.1,80.4,30.0,40.0
25.0,27.0,12.3,87.8,68.1,46.8,59.0,28.8,79.0,20.0,60.0
30.0,28.0,28.4,85.0,71.7,3.8,72.2,69.5,81.4,60.0,60.0
30.0,28.0,23.1,80.4,88.8,90.1,62.6,54.9,73.0,50.0,40.0
10.0,27.0,36.0,81.1,84.5,91.7,55.8,53.1,57.4,10.0,10.0
90.0,86.0,80.9,51.2,25.3,81.1,80.9,73.2,86.0,70.0,70.0
60.0,51.0,69.6,92.1,81.4,73.7,82.0,72.9,80.6,70.0,60.0
30.0,21.0,24.5,91.4,94.2,92.1,43.0,46.3,52.2,50.0,50.0
70.0,76.0,73.2,70.3,56.2,49.3,88.1,85.1,80.0,60.0,50.0
30.0,30.0,23.1,85.2,91.1,90.1,63.7,55.1,73.0,50.0,40.0
10.0,26.0,36.3,74.3,77.3,27.3,61.7,70.0,63.4,30.0,30.0
40.0,32.0,48.3,73.2,80.5,30.4,73.7,70.8,71.0,20.0,40.0
30.0,24.0,22.6,87.0,74.9,6.9,61.4,54.9,54.0,40.0,20.0
90.0,84.0,77.0,66.3,54.4,99.0,76.2,45.1,85.8,90.0,80.0
60.0,50.0,53.7,99.9,79.4,6.5,79.6,85.1,80.0,60.0,80.0
95.0,94.0,88.4,62.5,49.6,98.3,99.9,89.6,84.6,80.0,80.0
10.0,20.0,5.0,90.9,93.6,98.6,30.0,30.0,79.2,10.0,10.0
50.0,51.0,67.3,83.0,81.4,80.7,70.8,71.5,78.2,40.0,40.0
70.0,65.0,68.9,61.6,35.4,46.0,81.1,40.3,85.8,70.0,60.0
25.0,21.0,41.0,73.8,97.2,39.1,40.2,49.8,53.8,30.0,20.0
30.0,27.0,29.5,77.0,39.0,75.9,40.5,52.4,84.0,30.0,40.0
50.0,32.0,21.4,80.9,86.3,82.5,60.5,46.0,72.6,70.0,50.0
30.0,25.0,34.5,85.1,79.7,87.4,64.4,40.9,78.0,50.0,60.0
20.0,35.0,65.4,70.6,88.9,85.9,51.6,61.8,71.4,30.0,30.0
90.0,87.0,77.1,76.6,53.7,81.2,96.5,81.9,88.2,70.0,80.0
40.0,57.0,85.0,99.9,86.3,99.0,57.4,76.2,80.8,30.0,50.0
25.0,21.0,36.8,79.7,77.5,95.5,74.6,87.0,78.4,30.0,40.0
90.0,65.0,82.8,81.5,67.3,99.8,75.9,48.5,85.8,90.0,80.0
30.0,25.0,21.7,72.5,55.8,54.8,34.4,64.3,63.0,40.0,30.0
25.0,21.0,22.3,85.8,83.1,47.0,54.0,38.3,72.6,30.0,40.0
40.0,33.0,51.3,89.1,45.3,44.3,68.7,57.2,80.2,40.0,50.0
50.0,33.0,35.3,64.3,70.6,39.7,68.6,69.6,71.6,50.0,40.0
25.0,21.0,22.1,93.4,74.9,78.9,75.3,69.5,87.6,50.0,50.0
50.0,36.0,40.4,65.1,77.0,58.4,65.0,42.5,71.2,40.0,40.0
50.0,60.0,60.0,99.9,69.1,95.4,75.7,64.7,81.6,40.0,50.0
30.0,25.0,37.1,75.4,90.8,97.2,49.3,51.4,78.6,40.0,50.0
50.0,35.0,51.7,65.8,50.3,7.7,54.4,62.7,71.6,50.0,50.0
30.0,27.0,33.4,69.4,81.4,84.8,42.2,63.8,73.0,50.0,40.0
60.0,57.0,60.0,79.3,93.2,100.0,60.0,60.0,90.0,70.0,70.0
30.0,33.0,60.7,89.4,65.1,78.1,58.2,59.8,81.6,50.0,60.0
30.0,24.0,29.6,69.6,93.6,60.9,39.3,51.5,56.0,40.0,50.0
90.0,70.0,63.4,78.2,90.1,91.7,66.3,75.0,85.8,80.0,70.0
50.0,45.0,38.8,73.8,0.0,90.7,65.5,57.1,28.4,50.0,30.0
30.0,32.0,34.7,80.6,83.4,79.0,48.1,49.9,75.6,60.0,50.0
35.0,37.0,58.5,87.0,70.0,90.9,74.9,57.1,85.8,60.0,50.0
5.0,14.0,17.6,81.8,98.5,89.2,20.0,20.0,72.2,10.0,10.0
90.0,93.0,91.5,91.1,93.8,80.0,98.3,98.1,90.0,80.0,50.0
40.0,35.0,21.4,67.7,75.5,11.7,41.5,84.8,64.2,30.0,30.0
90.0,78.0,78.0,58.5,38.2,90.8,90.3,43.4,85.8,80.0,60.0
30.0,26.0,31.0,66.3,88.8,22.2,36.9,40.6,70.4,50.0,40.0
90.0,83.0,84.0,93.4,93.1,100.0,92.7,86.3,95.0,90.0,90.0
30.0,27.0,31.3,67.2,88.5,49.7,43.8,50.3,67.4,40.0,60.0
5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
50.0,27.0,44.2,70.7,48.6,28.1,45.2,57.2,68.8,50.0,50.0
30.0,33.0,36.4,95.8,0.0,9.4,83.2,90.1,44.0,30.0,30.0
60.0,56.0,67.7,67.4,52.2,84.7,76.4,70.0,74.2,60.0,30.0
30.0,29.0,42.9,80.7,83.7,80.4,58.7,69.0,70.4,40.0,50.0
30.0,23.0,38.8,71.9,74.4,0.0,59.9,67.0,59.6,50.0,50.0
50.0,37.0,43.7,83.2,65.7,9.5,56.7,45.3,63.0,50.0,60.0
30.0,28.0,38.5,80.4,86.9,78.1,58.7,87.9,75.2,50.0,60.0
25.0,26.0,18.7,78.8,71.0,94.8,57.6,70.6,79.2,70.0,50.0
10.0,21.0,29.6,80.9,86.3,65.9,57.0,33.4,66.0,30.0,20.0
30.0,20.0,24.5,91.4,94.5,92.1,42.7,44.5,63.4,50.0,50.0
30.0,24.0,37.6,77.4,82.7,85.5,62.6,59.4,68.6,40.0,20.0
90.0,86.0,92.9,61.4,64.3,84.6,90.5,94.7,84.8,80.0,90.0
30.0,30.0,26.6,91.7,64.1,0.0,60.0,57.4,80.8,30.0,60.0
40.0,28.0,26.3,85.3,51.3,90.6,70.1,45.1,81.6,30.0,50.0
40.0,34.0,44.8,85.9,46.3,67.0,56.0,70.0,78.0,40.0,50.0
20.0,20.0,29.6,65.4,94.0,94.3,39.5,48.7,50.4,40.0,30.0
75.0,50.0,48.7,96.5,84.4,59.0,74.7,80.4,56.0,40.0,70.0
30.0,25.0,34.7,86.3,91.0,98.5,60.5,46.9,63.2,20.0,30.0
30.0,28.0,79.6,76.8,76.8,83.3,58.9,59.5,61.2,40.0,40.0
10.0,21.0,28.2,60.2,77.6,6.2,50.1,45.6,55.4,30.0,30.0
70.0,53.0,51.8,70.6,19.2,82.4,77.4,68.4,85.8,80.0,70.0
90.0,81.0,80.9,49.9,27.1,81.1,78.6,78.7,85.8,70.0,70.0
10.0,19.0,41.4,70.6,89.7,61.2,59.5,63.5,66.4,30.0,20.0
10.0,25.0,22.6,81.7,68.1,19.9,20.0,20.0,90.0,30.0,20.0
40.0,29.0,52.5,89.5,66.1,1.2,64.7,61.3,63.4,50.0,50.0
40.0,34.0,62.7,99.6,73.4,19.7,79.6,76.4,81.8,40.0,50.0
90.0,92.0,71.5,76.2,44.0,94.3,93.6,59.9,88.0,70.0,70.0
30.0,25.0,22.2,83.2,57.1,5.4,74.9,75.8,76.2,50.0,30.0
30.0,27.0,26.6,75.0,22.0,62.3,45.1,48.0,60.0,40.0,30.0
70.0,49.0,50.2,65.5,62.2,40.2,57.1,46.9,65.4,60.0,60.0
25.0,20.0,32.6,72.8,94.2,78.7,62.9,52.3,40.2,20.0,20.0
50.0,41.0,52.5,73.2,83.4,93.6,69.9,40.3,86.6,50.0,50.0
10.0,16.0,25.3,77.9,93.8,83.6,37.7,61.2,79.4,30.0,30.0
5.0,20.0,13.1,70.6,69.3,17.6,50.8,30.1,59.6,10.0,30.0
90.0,90.0,74.1,50.9,36.2,88.2,86.5,63.3,85.8,90.0,90.0
40.0,33.0,50.9,63.1,36.2,90.5,61.7,62.7,57.0,30.0,40.0
20.0,18.0,24.1,50.5,90.8,81.9,35.7,42.6,58.4,40.0,40.0
35.0,30.0,46.3,90.0,89.7,67.2,83.7,66.3,86.4,70.0,70.0
50.0,48.0,62.4,87.6,65.3,96.7,82.4,54.6,85.8,70.0,80.0
40.0,26.0,42.5,66.5,3.2,77.6,60.9,65.2,72.6,40.0,40.0
30.0,41.0,41.9,86.2,58.7,94.3,73.5,78.4,85.8,60.0,60.0
55.0,48.0,58.9,82.3,58.5,95.3,73.8,61.6,85.8,70.0,60.0
30.0,22.0,34.3,84.4,64.3,80.9,55.1,85.8,61.8,30.0,40.0
35.0,34.0,64.2,86.8,74.6,93.5,86.6,99.4,80.6,70.0,60.0
90.0,84.0,93.0,61.0,40.3,53.5,89.8,78.5,85.8,90.0,90.0
70.0,52.0,55.9,80.2,43.0,96.2,65.1,67.8,85.8,70.0,80.0
90.0,69.0,54.4,70.9,66.3,0.0,90.0,80.0,64.6,50.0,60.0
30.0,30.0,35.2,77.2,74.1,19.2,72.5,55.5,68.6,50.0,30.0
20.0,22.0,48.7,88.4,49.1,81.4,24.2,50.5,66.8,30.0,30.0
25.0,26.0,17.6,75.4,65.9,77.1,53.6,50.2,75.6,50.0,40.0
50.0,30.0,48.7,68.8,77.6,50.0,75.5,80.6,69.6,50.0,50.0
50.0,35.0,38.7,83.4,81.8,69.8,80.3,59.8,80.2,50.0,60.0
60.0,34.0,48.7,79.7,75.6,16.6,60.1,78.3,79.8,70.0,70.0
30.0,26.0,39.8,72.9,82.1,14.4,68.8,51.0,71.2,50.0,50.0
10.0,42.0,10.0,45.9,0.0,64.4,10.0,20.0,64.4,10.0,10.0
95.0,94.0,77.8,35.4,20.4,96.7,99.9,99.4,85.8,90.0,90.0
60.0,66.0,55.1,62.9,38.4,66.3,84.5,42.8,85.8,60.0,50.0
20.0,26.0,13.1,64.7,84.0,20.0,47.0,66.0,73.0,30.0,20.0
50.0,52.0,55.4,55.8,24.7,68.2,78.7,61.3,80.8,70.0,60.0
30.0,19.0,17.6,75.5,86.3,19.1,45.7,46.1,59.4,30.0,40.0
40.0,35.0,33.5,79.7,91.8,94.7,65.1,48.7,79.4,60.0,60.0
60.0,47.0,69.6,92.2,80.8,73.7,83.3,71.5,86.8,80.0,70.0
50.0,47.0,52.3,98.5,61.1,17.7,63.3,75.0,83.6,60.0,60.0
35.0,35.0,44.3,65.1,76.5,60.6,76.2,30.8,68.0,60.0,50.0
50.0,51.0,59.7,68.9,77.6,70.0,74.6,56.8,74.8,50.0,60.0
10.0,19.0,30.7,73.3,85.3,99.1,34.3,34.5,62.2,30.0,20.0
30.0,26.0,28.2,64.6,88.1,96.6,46.5,31.8,27.2,20.0,20.0
20.0,20.0,54.0,67.4,71.0,51.9,60.1,81.1,87.2,30.0,30.0
30.0,23.0,29.6,53.7,86.6,24.5,36.6,44.7,70.6,30.0,30.0
60.0,45.0,31.0,86.2,56.2,78.1,61.5,80.2,70.0,30.0,30.0
70.0,68.0,68.8,74.0,68.5,67.7,87.7,82.8,72.0,40.0,40.0
5.0,21.0,26.1,44.1,4.6,59.1,30.8,51.2,50.4,10.0,10.0
25.0,23.0,45.1,78.9,70.6,87.7,54.0,60.0,60.8,30.0,40.0
20.0,17.0,35.3,88.3,68.1,99.7,68.4,64.9,65.4,30.0,20.0
30.0,21.0,44.0,78.6,81.5,14.1,66.9,63.1,71.8,50.0,50.0
70.0,61.0,82.0,57.1,35.1,79.0,67.8,64.9,86.0,80.0,70.0
30.0,23.0,45.2,77.5,88.0,89.4,46.7,50.9,76.4,30.0,40.0
20.0,21.0,56.3,79.4,30.9,85.4,63.7,70.8,67.2,20.0,10.0
30.0,30.0,28.4,81.3,69.9,3.8,71.0,67.7,81.2,60.0,60.0
70.0,67.0,53.9,58.6,55.3,36.1,76.8,48.3,85.8,80.0,80.0
30.0,21.0,45.8,58.1,87.6,80.8,45.8,57.8,70.4,40.0,60.0
70.0,75.0,73.2,67.5,61.1,49.3,85.8,82.5,82.0,60.0,50.0
50.0,33.0,45.3,74.4,90.6,96.4,71.1,76.5,75.6,30.0,60.0
30.0,28.0,51.7,68.9,0.0,99.8,67.2,76.3,66.4,20.0,30.0
30.0,29.0,28.5,92.8,75.6,67.5,67.0,47.2,75.8,70.0,70.0
90.0,93.0,84.0,35.0,7.3,96.1,95.9,55.5,85.8,80.0,80.0
30.0,28.0,35.2,77.7,76.5,16.6,54.2,41.1,73.4,50.0,50.0
20.0,29.0,12.3,84.8,71.9,46.8,58.5,41.9,81.8,20.0,60.0
30.0,21.0,50.3,89.3,85.9,90.4,45.1,58.7,82.6,30.0,40.0
90.0,72.0,76.9,67.5,59.6,53.3,91.9,95.1,86.8,80.0,80.0
25.0,21.0,56.5,82.8,87.5,87.3,57.9,80.5,86.2,30.0,60.0
55.0,47.0,52.6,83.0,56.9,55.5,68.9,74.1,78.8,50.0,60.0
30.0,32.0,29.4,82.6,89.8,86.1,74.5,44.1,76.2,70.0,70.0
30.0,41.0,56.5,68.7,31.7,67.2,59.9,43.4,87.6,50.0,60.0
50.0,46.0,56.1,66.5,46.3,70.5,78.7,61.2,80.8,50.0,50.0
70.0,73.0,72.7,50.9,14.5,60.8,87.4,54.5,80.8,60.0,70.0
70.0,57.0,69.2,76.2,89.4,90.8,69.5,45.7,85.2,70.0,50.0
10.0,33.0,40.0,71.8,37.6,94.4,59.9,52.1,77.2,50.0,60.0
10.0,25.0,36.0,81.0,79.7,91.7,60.6,52.4,57.4,10.0,10.0
50.0,33.0,56.6,75.3,62.2,79.9,87.8,67.4,70.6,80.0,50.0
70.0,61.0,68.8,64.7,60.9,83.4,78.2,78.5,73.6,40.0,40.0
50.0,50.0,55.6,82.8,88.4,42.5,60.3,61.2,81.8,70.0,50.0
30.0,28.0,32.3,79.4,93.5,95.3,54.1,57.3,78.4,50.0,50.0
50.0,42.0,56.6,69.0,42.2,81.5,53.7,59.8,85.8,60.0,60.0
30.0,24.0,34.1,80.4,90.7,49.2,72.5,54.5,65.6,40.0,40.0
60.0,50.0,51.6,83.6,58.3,77.6,61.7,85.8,42.0,30.0,30.0
40.0,31.0,36.4,95.3,84.0,98.0,69.0,52.6,63.0,30.0,40.0
95.0,94.0,82.7,64.3,28.6,81.1,95.1,44.8,85.8,70.0,80.0
20.0,22.0,25.4,85.2,62.2,58.2,43.6,43.5,72.0,20.0,40.0
40.0,33.0,27.8,61.7,84.8,92.3,59.9,60.0,57.0,40.0,40.0
30.0,45.0,54.2,67.2,69.7,16.5,74.4,85.0,88.4,40.0,50.0
30.0,40.0,42.9,76.0,76.0,82.4,66.0,84.8,69.6,30.0,60.0
30.0,30.0,26.6,97.4,0.0,98.7,59.8,82.3,81.0,30.0,30.0
50.0,49.0,38.0,84.1,57.4,84.9,73.4,75.3,85.8,70.0,70.0
20.0,19.0,28.2,71.1,91.9,61.0,45.2,66.3,59.6,40.0,40.0
90.0,90.0,82.0,67.5,65.3,95.9,82.9,79.2,85.4,70.0,80.0
90.0,87.0,83.3,50.3,50.5,97.8,88.1,48.6,89.2,60.0,60.0
90.0,75.0,78.3,69.2,64.9,80.8,93.0,79.7,85.8,90.0,90.0
75.0,54.0,54.0,75.1,70.6,98.2,71.2,70.0,69.0,70.0,70.0
50.0,40.0,35.4,85.7,87.9,78.5,67.3,67.5,81.8,70.0,70.0
80.0,71.0,69.3,41.5,28.3,67.9,93.2,70.5,85.8,90.0,80.0
50.0,43.0,53.5,99.9,63.7,99.3,67.4,79.3,81.0,50.0,50.0
30.0,24.0,28.2,96.6,90.4,96.3,61.7,27.0,83.6,60.0,60.0
10.0,28.0,13.8,86.4,9.9,0.0,18.3,73.9,69.2,10.0,20.0
50.0,42.0,41.7,76.5,78.3,53.4,81.6,60.1,53.0,30.0,30.0
70.0,51.0,59.9,70.4,72.5,97.0,90.4,46.4,70.2,70.0,60.0
70.0,67.0,66.8,82.2,76.5,71.1,65.6,73.7,83.4,70.0,30.0
20.0,29.0,44.5,70.3,75.6,52.6,62.1,45.6,70.0,50.0,40.0
90.0,58.0,62.8,63.1,41.7,90.0,70.0,60.0,85.8,50.0,60.0
